,Processor,Screen Size(inch),RAM(GB),Graphics Card,brand,SSD(GB),HDD(GB),link,OS,Normal,price EG,store
138,intel core i71165g7,13.9,16.0,intel iris xe graphics integrated,huawei,1000.0,0.0,https://btech.com/en/huawei-matebook-x-pro-2021-1tb-16gb-grey.html,2,1,41699.0,btech
139,intel core i310110u  dual core,15.6,4.0,intel uhd graphics,asus,256.0,0.0,https://btech.com/en/asus-x509fa-br949t-mp32-1648742295.html,2,1,7999.0,btech
140,amd r74800h,15.6,16.0,nvidia gtx1650ti 4g,lenovo,256.0,0.0,https://btech.com/en/lenovo-ideapad-3-gaming-laptop-15-6-inch-1tb.html,1,0,24099.0,btech
141,intel core i310110u  dual core,15.6,4.0,intel uhd graphics,asus,256.0,0.0,https://btech.com/en/asus-15x509fa-br949t-laptop-1648745937.html,2,1,8092.0,btech
142,amd 3020e,15.6,4.0,integrated amd radeon graphics,lenovo,0.0,1000.0,https://btech.com/en/lenovo-ideapad-3-amd-3020e-1tb-4gb-bl.html,1,1,6299.0,btech
143,intel core i31005g1,15.6,4.0,intel uhd graphics,lap,0.0,1000.0,https://btech.com/en/hp-250-g8-notebook-inteli3-15-6-1tb-4gb-intel-uhd-1648754628.html,1,1,8386.0,btech
144,amd,15.6,8.0,amd radeon,hp,256.0,0.0,https://btech.com/en/hp-15-ef2127wm-laptop-windows-10-blue.html,2,1,11299.0,btech
145,intel core i711800h  octa core,15.6,16.0,nvidia geforce rtx 3070 8gb,msi,16.0,0.0,https://btech.com/en/msi-gp66-leopard-11ug003-laptop.html,2,1,39999.0,btech
146,microsoft sq 2,13.0,16.0,intel iris plus graphics,microsoft,512.0,0.0,https://btech.com/en/microsoft-surface-prox-laptop-sq2-13-inch.html,2,1,48199.0,btech
147,intel core i51135g7,15.6,8.0,nvidia geforce mx350 2gb,hp,256.0,0.0,https://btech.com/en/hp-15-dw3014ne-i5-15-6-256-8-nvidia-dos.html,1,1,13999.0,btech
148,intel core i911900h  octa core,16.0,16.0,nvidia geforce rtx 3070 8gb,asus,16.0,0.0,https://btech.com/en/asus-rog-gu603hr-k8008t-laptop.html,2,1,50999.0,btech
149,intel celeron n4020,15.6,4.0,intel uhd 600,lenovo,0.0,1000.0,https://btech.com/en/lenovo-ideapad3-1tbhdd-4gb-gry.html,2,1,6799.0,btech
150,intel core i5 1035g1  quad core,15.6,4.0,integrated intel uhd graphics,hp,0.0,1000.0,https://btech.com/en/hp-250g8-notebook-pc59u39ea-laptop.html,2,1,12299.0,btech
151,intel core i310110u,15.6,4.0,nvidia geforce mx130 2gb,lenovo,0.0,1000.0,https://btech.com/en/lenovo-ideapad-3lap-top-grey.html,1,1,20000.0,btech
152,amd ryzen75700u,13.3,16.0,amd radeon graphics,lenovo,512.0,0.0,https://btech.com/en/lenovo-yoga6-2n1-amdryzen7-5700u-512-16-blue.html,1,1,27499.0,btech
153,amd r74800h,15.6,16.0,nvidia gtx1650 4g,lenovo,256.0,0.0,https://btech.com/en/lenovo-ideapad3-gaming-laptop-r7-4800h-15-6.html,1,0,24099.0,btech
154,intel core i51035g4  quad core,15.6,4.0,integrated intel uhd graphics,hp,0.0,1000.0,https://btech.com/en/hp-250g8-notebook-pc43w29ea-laptop-mp125.html,2,1,10999.0,btech
155,intel core i51135g7,15.6,8.0,nvidia mx130 2g,dell,0.0,1000.0,https://btech.com/en/dell-vostro-3500-laptop-i5-1135g7-15-6-inches.html,1,1,13599.0,btech
156,intel core i711800h 23  46 ghz,15.6,16.0,nvidia geforce rtx 3050,dell,512.0,0.0,https://btech.com/en/dell-g15-5511-gaming-laptop-intel-15-6-16gb-512gb-1649935564.html,1,0,22999.0,btech
157,intel core i7 11800h,15.6,16.0,nvidia geforce rtx 3060 6gb,dell,1000.0,0.0,https://btech.com/en/dell-g155511-laptop-corei711800h-16gb-ram-1649935887.html,1,0,27000.0,btech
158,intel core i3 10110u,15.6,4.0,nvidia geforce mx130 2gb,lenovo,0.0,1000.0,https://btech.com/en/lenovo-ip3-i3-1005g1-1tb-4gb-win-mx130-bk.html,2,1,10499.0,btech
159,intel core i710750h,15.6,8.0,nvidia geforce gtx 1650 4gb gddr6 graphics,lenovo,512.0,0.0,https://btech.com/en/lenovo-ideapad-gaming3-81y4001hus-laptop-i710750h-windows10.html,2,0,20500.0,btech
160,intel core i31115g4,15.6,4.0,intel uhd graphics,hp,256.0,0.0,https://btech.com/en/hp-15s-fq2012nm-i3-1115g4-256gb-4gb-w10.html,2,1,9699.0,btech
161,intel core i711800h,15.6,16.0,nvidia geforce rtx 3050 ti 4gb,lenovo,0.0,1000.0,https://btech.com/en/lenovo-legion-5-laptop-intel-core-i7-11800h-1tb-hdd.html,1,1,26500.0,btech
162,intel core i711800h,16.0,16.0,nvidiartx 3050 ti 4gb,lenovo,512.0,0.0,https://btech.com/en/lenovo-legion-5-pro-16ith6-gaming-laptop-i7-11800h-16inch.html,1,0,28500.0,btech
163,amd ryzen 5 4500u,15.6,8.0,amd radeon graphics,lenovo,512.0,0.0,https://btech.com/en/lenovo-ideapad-5-ryzen-5-4500u-512gb-8gb-gy.html,2,1,12599.0,btech
164,intel core i711370h,15.6,8.0,nvidia geforce rtx 3050ti 4gb,lenovo,256.0,0.0,https://btech.com/en/lenovo-gaming-3-laptop-i711370h-1tb-hdd-256gb-ssd.html,2,0,21999.0,btech
165,amd r55600h,15.6,8.0,nvidia gtx1650 4g,lenovo,512.0,0.0,https://btech.com/en/lenovo-gaming-3-amd-r5-5600h-512gb-8-bk.html,2,0,19499.0,btech
166,amd ryzen 7 5800h,16.0,16.0,nvidia geforce rtx 3070 8gb,lenovo,512.0,0.0,https://btech.com/en/lenovo-5-pro-ryzen-7-5800h-512gb-16gb-3070-gy.html,2,1,43599.0,btech
167,i510300h,15.6,8.0,gtx 1650,dell,256.0,0.0,https://btech.com/en/dell-3500-laptop-i5-10300h-black-1629885365.html,1,1,17699.0,btech
168,ايه amd ryzen 7 4800h,15.6,16.0,nvidia geforce gtx 1650 4gb,lap,512.0,0.0,https://btech.com/en/lenovo-legion-5-ryzen-7-4800h-1tb-512gb-bk.html,1,1,25699.0,btech
169,amd ryzen 3 3200u,15.6,8.0,amd radeon vega 3 graphics card,lap,0.0,1000.0,https://btech.com/en/lenovo-ideapad-s145-15api-amd-ryzen3-3200u.html,1,1,8858.0,btech
170,intel core i31115g4,15.6,4.0,intel ultra hd graphics,lap,0.0,1000.0,https://btech.com/en/dell-vostro15-3510-laptop-i3-1115g4-black.html,1,1,8728.0,btech
171,intel core i31115g4,15.6,4.0,intel uhd graphics,lenovo,0.0,1000.0,https://btech.com/en/lenovo-ideapad-3-i3-1115g4-1tb-4gb-win-blue.html,2,1,9999.0,btech
172,intel core i31115g4,15.6,4.0,intel uhd graphics,lap,0.0,1000.0,https://btech.com/en/dell-vostro-3510-laptop-mp7124.html,1,1,8760.0,btech
173,intel i711800h,15.6,16.0,nvidia rtx3050 4g,dell,512.0,0.0,https://btech.com/en/dell-g15-5511-i7-11800h-512-16-gry.html,2,1,26399.0,btech
174,intel core i510500h,15.6,8.0,nvidia rtx 3050 4gb,del,512.0,0.0,https://btech.com/en/dell-g15-5510-i5-10500h-15-6-512-8gb-win-10-grey-1639991023.html,1,1,17500.0,btech
175,amd ryzen 5 3500u,15.6,8.0,radeon vega 8 graphics,vaio,512.0,0.0,https://btech.com/en/vaio-e15-ryzen-5-3500u-512gb-8gb-w10.html,2,1,14599.0,btech
176,intel core i711800h,16.1,16.0,nvidia geforce rtx 3050ti 4gb,hp,512.0,0.0,https://btech.com/en/hp-victus-16-d0013ne-i7-11800h-512gb-win-10-sl.html,2,1,26699.0,btech
177,intel,13.3,8.0,intel iris xe,hp,512.0,0.0,https://btech.com/en/hp-envy-x360-13m-bd1033dx-laptop-win10-silver.html,2,1,22899.0,btech
178,i710750h,15.6,16.0,nvidia geforce 1650,lenovo,256.0,0.0,https://btech.com/en/lenovo-gaming-3-i3-10750h-1tb-256gb-bk.html,1,0,23999.0,btech
179,intel core i51135g7,15.6,8.0,nvidia mx350 2g,lenovo,0.0,1000.0,https://btech.com/en/lenovo-ideapad3-i5-1135g7-1tb-8-gld.html,1,1,14299.0,btech
180,intel core i31005g1,15.6,4.0,intel uhd graphics integrated,lenovo,0.0,1000.0,https://btech.com/en/lenovo-v15-i3-1005g1-1tb-4gb-intel-uhd-1642594820.html,1,1,7569.0,btech
181,intel,14.0,8.0,intel iris xe,hp,256.0,0.0,https://btech.com/en/hp-pavilion-x360-14m-dw1023dx-laptop-win10-gold.html,2,1,15999.0,btech
182,intel core i71165g7  quad core,15.6,8.0,nvidia geforce mx330 2g,asus,512.0,0.0,https://btech.com/en/asus-x515ep-bq254t-mp33.html,2,1,14388.0,btech
183,amd r75800h,15.6,16.0,nvidia rtx3050ti 4g,lenovo,512.0,0.0,https://btech.com/en/lenovo-legion5-amd-r7-5800h512-16-bk.html,2,1,28099.0,btech
184,intel core i71195g7 29 ghz  50 ghz,13.3,8.0,intel iris xe graphics,lap,512.0,0.0,https://btech.com/en/hp-envy-x360-13m-bd1033dx-laptop-intel-13-3-512gb.html,1,1,19111.0,btech
185,amd,15.6,8.0,amd radeon,lenovo,256.0,0.0,https://btech.com/en/lenovo-ideapad-3-laptop-windows-11-gold.html,2,1,11299.0,btech
186,amd ryzen 5 3450u 21 ghz,15.6,8.0,amd radeon vega 8 graphics,dell,512.0,0.0,https://btech.com/en/dell-vostro-3515-laptop-amd-15-6-512gb-1645972722.html,1,1,10188.0,btech
187,intel core i511400h,16.1,8.0,nvidia rtx 3050 4gb,hp,256.0,0.0,https://btech.com/en/hp-victus-16-d0023dx-laptop-intelcorei5-win11-blue-1646918803.html,2,0,17579.0,btech
188,amd athlon 3020e dual core,15.6,4.0,amd radeon graphics integrated,lenovo,0.0,1000.0,https://btech.com/en/lenovo-ideapad-3-ath-3020e-1tb-4gb-amd-grey.html,2,1,6599.0,btech
189,i510300h intel core,16.1,8.0,نفيديا gtx 1650 سعة 4 جيجا gddr6,hp,512.0,0.0,https://btech.com/en/hp-pavilion-116-a0026ne-i5-10300h-16-1-512-gb-8gb-dos-black.html,1,1,15555.0,btech
190,intel core i51135g7,15.6,8.0,intel iris xe graphics integrated card,lap,0.0,1000.0,https://btech.com/en/lenovo-ideapadl3-15itl6-laptop-mp6128.html,1,1,12360.0,btech
191,intel core i5  10200h,15.6,8.0,nvidia geforce gtx 1650 4gb,lap,512.0,0.0,https://btech.com/en/dell-g155510-laptop-intel-corei5-10200h-grey-1640692282.html,1,1,15555.0,btech
192,amd ryzen 5 3500u quadcore,15.6,8.0,amd radeon graphics integrated,lenovo,512.0,0.0,https://btech.com/en/lenovo-ideapad-3-r5-3500u-8gb-grey-win-10.html,2,1,10499.0,btech
193,intel core i71165g7,15.6,8.0,nvidia geforce mx350 gddr5 graphics 2gb,lap,0.0,1000.0,https://btech.com/en/dell-vostro3510-laptop-i7-1165g7-15-6-inch-black.html,2,1,15015.0,btech
194,amd ryzen 5 4500u,14.0,8.0,amd radeon graphics,msi,256.0,0.0,https://btech.com/en/msi-modern-14b4mw-amd-ryzen5-14-256-8-dos.html,1,1,11099.0,btech
195,intel core i711370h 33  48 ghz,15.6,16.0,nvidia geforce rtx 3060 6gb,asus,512.0,0.0,https://btech.com/en/asus-tuf-dash-f15-fx516pm-hn023w-laptop-15-6-512gb.html,2,1,29858.0,btech
196,intel core i71165g7,15.6,8.0,nvidia geforce mx330 2gb,lap,512.0,0.0,https://btech.com/en/asus-x515ep-bq254t-i7-1165g7-transparentsilver.html,1,1,14420.0,btech
197,intel core i51135g7,15.6,8.0,nvidia geforce mx350 2gb,lenovo,0.0,1000.0,https://btech.com/en/lenovo-ideapad-3-i5-1135g7-1tb-8gb-dos-blue.html,1,1,14299.0,btech
198,intel core i51135g7  quad cores,13.3,8.0,integrated intel iris xe graphics,dell,32.0,0.0,https://btech.com/en/dell-inspiron-7306-2in1x360-laptop.html,2,1,15444.0,btech
199,intel core i510210u,15.6,8.0,intel uhd graphics  integrated ,lenovo,0.0,1000.0,https://btech.com/en/lenovo-v15-iml-laptop-intel-core-i5-10210u-iron-grey.html,1,1,10333.0,btech
200,intel core i51135g7,14.0,8.0,nvidia geforce mx350 2gb,lenovo,256.0,0.0,https://btech.com/en/lenovo-thinkpad-e14-gen-2-laptop-intel-core-i5-1135g7-14-inch-black.html,1,1,15727.0,btech
201,amd ryzen 7 5800h octacore,15.6,16.0,amd radeon rx 6600m 8gb,lenovo,0.0,1000.0,https://btech.com/en/lenovo-legion-5-r7-5800h-1tb-16gb-amd-dos-wh.html,1,1,32299.0,btech
202,intel i711800h,15.6,16.0,nvidia geforce rtx 3060 6gb,dell,512.0,0.0,https://btech.com/en/dell-g15-5511-i7-11800h-512-16-rtx-60-dos-gy.html,1,1,27199.0,btech
203,intel core i510210u,15.6,8.0,nvidia geforce mx110 2gb,dell,0.0,1000.0,https://btech.com/en/dell-3510-i5-10210u-1tb-8gb-mx110-ubuntu.html,1,1,14299.0,btech
204,intel core i31115g4,15.6,4.0,intel uhd graphics,dell,0.0,1000.0,https://btech.com/en/dell-vostro-3510-i3-15-6-1tb-4gb-ubuntu.html,1,1,9399.0,btech
205,intel core i71195g7  hexa core,14.0,8.0,intel iris xe graphics,dell,8.0,0.0,https://btech.com/en/dell-inspiron-5410-laptop-mp234.html,1,1,18333.0,btech
206,intel,15.6,8.0,intel uhd,hp,256.0,0.0,https://btech.com/en/hp-15-dw3033dx-laptopwindows-10-silver.html,2,1,9599.0,btech
207,intel core i310110u dual core,15.6,4.0,intel hd graphics,lenovo,0.0,1000.0,https://btech.com/en/lenovo-ideapad-3-i3-10110u-1tb-4gb-win-10-gy.html,2,1,8799.0,btech
208,amd athlon3020e 12 ghzp,15.6,4.0,radeon,lenovo,0.0,1000.0,https://btech.com/en/lenovo-v15-laptop-amd-athlon-15-6-1tb-4gb.html,1,1,5444.0,btech
209,amd r54600h,15.6,16.0,nvidia gtx1650ti 4g,lenovo,256.0,0.0,https://btech.com/en/lenovo-legion-5-amd-r5-4600h-1tb-256gb-bk.html,2,1,23899.0,btech
210,intel core i71165g7,15.6,8.0,nvidia geforce mx330 2gb,dell,512.0,0.0,https://btech.com/en/dell-vostro-3500-i7-1165g7-512gb-8gb-ubuntu.html,1,1,16999.0,btech
211,intel core i710870h,15.6,16.0,nvidia geforce rtx 3050 4gb,dell,512.0,0.0,https://btech.com/en/dell-g15-5510-i7-10870h-512gb-16gb-ubuntu-1639659076.html,1,0,21222.0,btech
212,intel,15.6,4.0,intel uhd,hp,0.0,1000.0,https://btech.com/en/hp-15-dw2060ne-laptop-windows-10-silver.html,2,1,11199.0,btech
213,intel core i310110u  dual core,15.6,4.0,intel uhd graphics,lenovo,0.0,1000.0,https://btech.com/en/lenovo-v15iml-laptop-mp225.html,1,1,6666.0,btech
214,amd ryzen 54600h,15.6,8.0,nvidia geforce gtx 1650 ti 4gb,lenovo,256.0,0.0,https://btech.com/en/lenovo-legion-5-ryzen-4600h-1tb-8gb-win-bk.html,2,1,21199.0,btech
215,intel,13.3,8.0,intel iris xe,hp,256.0,0.0,https://btech.com/en/hp-envy-x360-13m-bd0063dx-laptop-win10-pale-gold.html,2,1,18199.0,btech
216,intel core i71165g7,15.6,8.0,nvidia geforce mx330 2gb,dell,0.0,1000.0,https://btech.com/en/dell-vostro-3500-i7-1165g7-1tb-8gb-ubuntu.html,1,1,15999.0,btech
217,intel core i711370h,15.6,16.0,nvidia geforce rtx 3050 4gb,lenovo,512.0,0.0,https://btech.com/en/lenovo-gaming3-laptop-mp8130.html,1,0,21333.0,btech
218,intel core i510500h 25ghz,15.6,8.0,nvidia geforce gtx 1650,msi,256.0,0.0,https://btech.com/en/msi-gf-series-laptop-intel-i5-2-5-ghz-256gb.html,2,1,20237.0,btech
219,intel core i710750 26 ghz,15.6,8.0,nvidia geforce gtx 1660 ti,lenovo,512.0,0.0,https://btech.com/en/lenovo-legion-5-laptop-intel-i7-2-6-ghz-512gb.html,2,1,31725.0,btech
220,amd athlon 3020e,15.6,4.0,amd radeon graphics,lenovo,0.0,1000.0,https://btech.com/en/lenovo-ideapad-3-athlon-3020e-1tb-4gb-gy.html,1,1,6399.0,btech
221,amd ryzen 7 5800h,15.6,16.0,nvidia geforce gtx 1650 4gb,lenovo,256.0,0.0,https://btech.com/en/lenovo-ideapad-gm-3-r7-5800h-16gb-1650-dos.html,1,0,19199.0,btech
222,intel core i51135g7,14.0,8.0,intel iris xe graphics,huawei,512.0,0.0,https://btech.com/en/huawei-matebook-d-14-2020-512gb-ssd-iris-sl.html,2,1,17199.0,btech
223,intel core i51135g7,15.6,8.0,intel iris xe graphics,huawei,256.0,0.0,https://btech.com/en/huawei-matebook-d-15-i5-1135g7-256gb-8gb-w10.html,2,1,14899.0,btech
224,intel core i510500h,15.6,8.0,nvidia geforce gtx 1650 4gb,dell,256.0,0.0,https://btech.com/en/dell-g15-5510-i5-10500h-256gb-8gb-1650-dos-gy.html,1,0,16099.0,btech
225,intel celeron n4020,15.6,4.0,intel uhd graphics 600 integrated,lenovo,0.0,1000.0,https://btech.com/en/lenovo-ip3-celeron-n4020-1tb-4gb-dos-gy.html,1,1,5999.0,btech
226,intel core i7 8th gen,14.0,16.0,uhd graphics 620,visit,256.0,0.0,https://www.newegg.com/p/N82E16834845477,2,1,33288.37234900424,new egg
227,intel core i5,13.3,8.0,uhd graphics 620,visit,256.0,0.0,https://www.newegg.com/p/1TS-000D-04TR3,2,1,40445.597101801824,new egg
228,prm551026733b,15.6,8.0,quadro m1000m1920 x 108,visit,0.0,500.0,https://www.newegg.com/brondell-inc-prm5510-26733/p/1TS-001Z-00005,2,1,24966.048091216475,new egg
229,intel core i5 8th gen,13.3,8.0,intel uhd graphics 620,visit,256.0,0.0,https://www.newegg.com/hp-elitebook-830-g5-mainstream/p/N82E16834270999,2,1,24023.242174321247,new egg
230, intel core i77500u,17.3,16.0,geforce 940mx 2gb 512gb,visit,512.0,0.0,https://www.newegg.com/p/1TS-000A-05WG0,2,1,34009.80935995133,new egg
231,thinkpad,17.6,16.0,yes,visit,512.0,0.0,https://www.newegg.com/p/N82E16834845264,2,1,51893.16207940371,new egg
232, core i7 i78665u,14.0,32.0,quadro p5201920 x 1080w,visit,512.0,0.0,https://www.newegg.com/p/N82E16834845502,2,1,38836.46522990983,new egg
233,intel core i58265u,14.0,8.0,intel uhd graphics 615,visit,128.0,0.0,https://www.newegg.com/p/0ZP-01DR-00008,2,1,17187.991745045547,new egg
234,intel core i7,15.4,4.0,radeon pro 555x gpu 4g,visit,256.0,0.0,https://www.newegg.com/p/2SN-0001-00PZ1,0,1,39483.0029869647,new egg
235, quad core fhd 1080p,8.1,4.0,geforce gtx 850m graphi,visit,0.0,1000.0,https://www.newegg.com/p/1TS-000D-003F8,2,1,19399.831440233247,new egg
236,intel core i5,13.3,8.0,intel iris plus graphic,visit,512.0,0.0,https://www.newegg.com/p/1XV-000E-00036,0,1,33195.16438860502,new egg
237, core i5 i58250u,13.3,8.0,intel uhd graphics 620 ,visit,256.0,0.0,https://www.newegg.com/p/1TS-000X-01568,2,1,16365.949316524702,new egg
238, laptop i78665u 16gb,15.6,16.0,radeon pro wx 2100be th,visit,512.0,0.0,https://www.newegg.com/p/2WC-0009-00815,1,0,35824.22066843682,new egg
239, core i7 i78550u,13.3,8.0,intel uhd graphics 620 ,visit,512.0,0.0,https://www.newegg.com/p/1TS-000X-01566,2,1,20009.9367207035,new egg
240,intel core i7,15.6,8.0,geforce 840m 140 wind,visit,256.0,0.0,https://www.newegg.com/acer-travelmate-tmp645-sg-79qv-mainstream/p/1TS-000X-00RT8,2,1,18475.14929341565,new egg
241,20q0002wus 133,13.3,8.0,intel uhd graphics 620 ,visit,512.0,0.0,https://www.newegg.com/p/1TS-000E-0DAZ4,2,1,44440.22397605386,new egg
242, intel xeon e31505m,17.3,8.0,quadro p3000 6gbbe the ,visit,1000.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BZ63,2,1,50210.05563576632,new egg
243,xeon e31535m,17.3,8.0,quadro p4000 8gb,visit,1000.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BU20,2,1,77247.76160871294,new egg
244, intel xeon e31505m,17.3,16.0,quadro p3000 6gb gpube ,visit,1000.0,0.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BY45,2,1,52151.88814408327,new egg
245, quadcore i58250u,17.3,32.0,intel uhd graphics 6205,visit,2000.0,0.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HP5,1,1,31439.008055369035,new egg
246, quadcore i58250u,17.3,8.0,intel uhd graphics 6202,visit,2000.0,0.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03GV7,1,1,25890.91517446344,new egg
247, quadcore i58250u,17.3,32.0,intel uhd graphics 6202,visit,2000.0,0.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HN8,2,1,30514.32590855144,new egg
248,intel core i5,13.3,8.0,intel hd graphics 6000 ,visit,256.0,0.0,https://www.newegg.com/p/1XV-000E-002A3,0,1,19972.209689113344,new egg
252,xeon e31505m,17.3,16.0,quadro p3000 6gb,visit,1000.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BTC4,2,1,61805.56975685902,new egg
253, intel xeon e31535m,17.3,8.0,quadro p4000 8gb gpu,visit,1000.0,0.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BNK7,2,1,70497.58193694445,new egg
254,intel i77700h,17.3,16.0,intel i7,visit,256.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BKS8,2,1,41518.04345568087,new egg
255, intel xeon e31505m,17.3,32.0,quadro p3000 6gb gpube ,visit,500.0,0.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BZ37,2,1,52151.88814408327,new egg
256, intel xeon e31535m,17.3,8.0,quadro p4000 8gb,visit,256.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BNS3,2,1,68555.74942862749,new egg
257, intel xeon e31505m,17.3,16.0,quadro p3000 6gb,visit,1000.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BSK4,2,1,55998.56587484449,new egg
258, intel xeon e31535m,17.3,8.0,quadro p4000 8gb gpu,visit,500.0,0.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BNK5,2,1,68555.74942862749,new egg
259,xeon e31535m,17.3,32.0,quadro p4000 8gb,visit,512.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BW03,2,1,84978.10435610807,new egg
261,core i73630q,8.1,16.0,geforce gt650m discrete,visit,1000.0,0.0,https://www.newegg.com/p/1TS-000E-0D792,2,0,22192.186587193035,new egg
263, intel xeon e31535m,17.3,16.0,quadro p4000 8gb,visit,256.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BR99,2,1,72420.92080232507,new egg
264, intel xeon e31505m,17.3,64.0,quadro p3000 6gb,visit,256.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BN44,2,1,66632.41056324689,new egg
265, intel xeon e31535m,17.3,32.0,quadro p3000 6gb,visit,512.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BNH5,2,1,67594.0799959372,new egg
266, intel xeon e31505m,17.3,16.0,quadro p3000 6gb gpu,visit,500.0,0.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BMY6,2,1,53113.55757677358,new egg
267,intel i77700h,17.3,64.0,intel i7,visit,0.0,500.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BKM1,2,1,46344.88426206874,new egg
268,intel i77700h,17.3,32.0,intel i7,visit,1000.0,0.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BKK6,2,1,46344.88426206874,new egg
271,intel i77700h,17.3,16.0,intel i7,visit,256.0,0.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BRS2,2,1,47306.55369475904,new egg
272,core i77600u,15.6,8.0,quadro m520m,visit,2000.0,0.0,https://www.newegg.com/black-lenovo-p51s-thinkpad-workstation/p/1TS-000E-0CZ13,2,1,49840.18277703927,new egg
273, intel xeon e31535m,17.3,32.0,quadro p4000 8gb,visit,256.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BNT6,2,1,76286.09217602263,new egg
274, quadcore i58250u,17.3,32.0,intel uhd graphics 6201,visit,0.0,1000.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03GX9,2,1,25890.91517446344,new egg
276, intel xeon e31505m,17.3,64.0,quadro p3000 6gb gpu,visit,500.0,0.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BN14,2,1,62767.23918954932,new egg
277, intel xeon e31505m,17.3,32.0,quadro p3000 6gb gpu,visit,1000.0,0.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BMZ6,2,1,55036.89644215418,new egg
278, quadcore i58250u,17.3,16.0,intel uhd graphics 6202,visit,1000.0,0.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HH0,1,1,30514.32590855144,new egg
280, intel xeon e31505m,17.3,16.0,quadro p3000 6gbbe the ,visit,512.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0DEK6,2,1,53113.55757677358,new egg
281,intel i77700h,17.3,16.0,intel i7,visit,2000.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BKT3,2,1,65670.74113055659,new egg
282, intel xeon e31505m,15.6,64.0,quadro m2200m 4gbbe the,visit,256.0,1000.0,https://www.newegg.com/black-lenovo-p51-thinkpad-workstation/p/1TS-000E-06ZW7,2,1,56960.23530753479,new egg
283, quadcore i58250u,17.3,16.0,intel uhd graphics 6205,visit,1000.0,0.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HG0,2,1,27740.27946809864,new egg
284, intel xeon e31505m,17.3,32.0,quadro p3000 6gb,visit,1000.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BPW1,2,1,65670.74113055659,new egg
